claim_id,customer_id,policy_type,premium_amount,claim_amount,incident_type,incident_severity,claim_date,settlement_days,region,policy_tenure_years,customer_age,fraud_reported,claim_status
CL201288,CU301288,Health,1118.95,3194.94,Water Damage,Minor,2025-02-14,36,MB,5,57,0,Approved
CL201289,CU301289,Health,718.7,5566.76,Fire,Moderate,2025-04-09,10,AB,5,37,0,Pending
CL201290,CU301290,Auto,913.69,20192.89,Weather,Major,2025-05-25,51,AB,15,55,0,Rejected
CL201291,CU301291,Auto,450.0,10561.73,Injury,Moderate,2025-01-04,26,SK,11,36,0,Approved
CL201292,CU301292,Health,1320.69,4305.3,Weather,Moderate,2024-09-21,17,ON,3,37,0,Pending
CL201293,CU301293,Health,1601.41,6919.81,Theft,Moderate,2025-08-10,22,ON,3,77,0,Approved
CL201294,CU301294,Health,450.0,9907.48,Weather,Moderate,2025-06-06,15,AB,2,72,0,Approved
CL201295,CU301295,Health,1549.42,8336.5,Collision,Moderate,2024-02-10,16,AB,4,57,0,Approved
CL201296,CU301296,Auto,1398.56,17093.7,Weather,Major,2025-04-01,32,SK,12,53,0,Approved
CL201297,CU301297,Auto,955.76,11683.18,Collision,Moderate,2025-10-19,18,ON,1,59,0,Pending
CL201298,CU301298,Life,1268.89,6813.18,Water Damage,Moderate,2025-02-12,13,QC,4,63,0,Approved
CL201299,CU301299,Home,1891.34,7777.87,Fire,Moderate,2025-11-07,19,BC,1,22,0,Approved
CL201300,CU301300,Health,1040.84,26312.75,Collision,Major,2024-10-11,19,BC,10,40,0,Approved
CL201301,CU301301,Home,1483.12,3186.6,Weather,Minor,2024-06-27,10,ON,13,25,0,Approved
CL201302,CU301302,Life,1595.57,3425.2,Collision,Minor,2024-12-30,9,MB,8,50,0,Rejected
CL201303,CU301303,Health,1104.67,5236.9,Theft,Moderate,2024-03-14,36,BC,14,36,0,Pending
CL201304,CU301304,Auto,1873.47,43004.45,Injury,Total Loss,2024-02-17,35,BC,11,38,0,Approved
CL201305,CU301305,Health,1619.61,7332.4,Injury,Moderate,2025-02-21,26,ON,12,68,0,Approved
CL201306,CU301306,Auto,1344.2,5538.27,Injury,Moderate,2024-01-22,21,AB,5,31,0,Approved
CL201307,CU301307,Auto,2442.56,7435.01,Fire,Moderate,2024-02-16,26,ON,13,72,0,Rejected
CL201308,CU301308,Health,1875.28,2633.17,Theft,Minor,2024-11-28,32,ON,10,43,0,Approved
CL201309,CU301309,Auto,741.81,48738.07,Collision,Total Loss,2024-06-16,35,AB,2,30,0,Approved
CL201310,CU301310,Auto,1286.55,7747.34,Weather,Moderate,2024-05-11,36,ON,2,27,0,Approved
CL201311,CU301311,Home,2485.99,5469.62,Weather,Moderate,2025-01-05,21,AB,14,61,0,Rejected
CL201312,CU301312,Life,1037.48,12902.4,Collision,Major,2024-08-27,36,QC,5,72,0,Approved
CL201313,CU301313,Auto,1477.86,6907.1,Collision,Moderate,2025-03-24,27,QC,7,70,0,Pending
CL201314,CU301314,Health,1967.02,1557.54,Collision,Minor,2024-11-06,13,MB,12,29,0,Approved
CL201315,CU301315,Home,1723.98,1999.25,Collision,Minor,2024-05-21,21,QC,12,70,0,Approved
CL201316,CU301316,Auto,1784.52,2329.07,Collision,Minor,2025-05-29,4,ON,1,32,0,Approved
CL201317,CU301317,Health,1759.79,28219.91,Theft,Total Loss,2025-11-11,30,BC,10,46,0,Pending
CL201318,CU301318,Home,1460.66,21663.61,Fire,Major,2025-06-14,28,ON,14,19,0,Pending
CL201319,CU301319,Health,1117.23,5553.86,Theft,Moderate,2024-05-12,18,AB,6,34,0,Rejected
CL201320,CU301320,Health,1632.6,5551.29,Collision,Major,2025-02-11,27,QC,9,37,0,Approved
CL201321,CU301321,Life,1280.83,1319.96,Fire,Minor,2024-04-22,26,AB,4,75,0,Pending
CL201322,CU301322,Health,1247.83,2487.53,Injury,Minor,2024-01-19,13,ON,11,35,0,Approved
CL201323,CU301323,Auto,2072.64,2089.24,Collision,Minor,2024-04-28,38,ON,2,35,0,Approved
CL201324,CU301324,Health,1289.98,11767.17,Collision,Major,2025-08-13,36,ON,8,35,0,Approved
CL201325,CU301325,Home,2166.57,3870.92,Fire,Minor,2025-11-09,14,ON,7,33,0,Pending
CL201326,CU301326,Auto,1557.84,3080.13,Collision,Minor,2025-03-11,27,ON,10,50,0,Approved
CL201327,CU301327,Home,1383.16,2459.1,Theft,Minor,2025-10-03,30,ON,8,31,0,Approved
CL201328,CU301328,Health,686.62,7457.26,Theft,Moderate,2024-10-26,24,SK,15,36,1,Approved
CL201329,CU301329,Auto,2340.34,6480.32,Theft,Moderate,2024-01-25,12,QC,15,50,0,Pending
CL201330,CU301330,Auto,1447.49,1622.33,Injury,Minor,2025-10-22,41,BC,5,63,0,Approved
CL201331,CU301331,Home,496.27,23194.83,Injury,Major,2025-06-14,37,MB,1,25,0,Approved
CL201332,CU301332,Auto,1864.84,39627.92,Theft,Total Loss,2025-04-25,20,AB,8,39,0,Approved
CL201333,CU301333,Health,1428.92,1115.87,Theft,Minor,2024-02-23,23,BC,9,52,0,Approved
CL201334,CU301334,Auto,1058.84,34028.84,Water Damage,Total Loss,2025-12-03,29,AB,12,73,1,Approved
CL201335,CU301335,Health,1841.1,19697.63,Fire,Major,2024-02-24,31,ON,8,74,0,Pending
CL201336,CU301336,Health,450.0,16378.47,Water Damage,Major,2024-01-12,20,ON,9,70,0,Pending
CL201337,CU301337,Auto,1150.08,3968.09,Injury,Minor,2024-02-25,21,ON,1,48,0,Approved
CL201338,CU301338,Home,1324.25,28023.27,Collision,Major,2025-11-17,24,QC,12,24,0,Approved
CL201339,CU301339,Auto,1807.92,6260.08,Collision,Moderate,2025-08-28,18,ON,5,75,0,Approved
CL201340,CU301340,Auto,2390.91,2344.03,Collision,Minor,2024-03-23,24,BC,6,55,0,Pending
CL201341,CU301341,Home,1347.2,16285.04,Injury,Major,2024-11-08,27,ON,7,72,0,Rejected
CL201342,CU301342,Auto,1643.18,2072.07,Collision,Minor,2025-01-20,18,QC,2,73,0,Approved
CL201343,CU301343,Health,2604.32,13359.37,Weather,Major,2025-02-10,38,ON,8,65,0,Rejected
CL201344,CU301344,Home,1451.99,7993.44,Fire,Moderate,2024-05-27,13,ON,6,43,0,Approved
CL201345,CU301345,Auto,1646.64,10844.43,Injury,Moderate,2024-01-23,15,ON,4,54,0,Rejected
CL201346,CU301346,Auto,930.31,3585.06,Injury,Minor,2024-01-23,10,ON,4,59,0,Rejected
CL201347,CU301347,Health,2272.85,21977.45,Collision,Major,2025-10-19,24,BC,1,70,0,Approved
CL201348,CU301348,Auto,1150.55,815.02,Theft,Minor,2025-03-29,22,MB,14,32,0,Rejected
CL201349,CU301349,Health,1562.8,8602.67,Fire,Major,2025-12-17,37,BC,5,51,0,Approved
CL201350,CU301350,Auto,1550.9,9085.76,Injury,Moderate,2025-09-20,14,AB,14,54,0,Approved
CL201351,CU301351,Life,1485.84,3633.56,Injury,Minor,2024-06-20,26,QC,13,31,0,Pending
CL201352,CU301352,Auto,1267.59,8085.32,Fire,Moderate,2024-03-06,22,MB,7,42,0,Approved
CL201353,CU301353,Home,1551.36,29262.0,Injury,Total Loss,2025-04-24,19,ON,13,73,0,Approved
CL201354,CU301354,Home,2188.09,24815.6,Theft,Major,2024-06-13,33,ON,4,19,0,Approved
CL201355,CU301355,Auto,2407.99,3027.52,Collision,Minor,2025-05-10,32,SK,3,48,0,Approved
CL201356,CU301356,Health,1376.44,3296.21,Injury,Minor,2025-12-07,4,ON,14,54,0,Pending
CL201357,CU301357,Auto,1261.23,1200.4,Fire,Minor,2025-12-06,39,ON,10,72,0,Pending
CL201358,CU301358,Auto,1110.32,19730.43,Injury,Major,2024-07-02,26,ON,11,35,0,Pending
CL201359,CU301359,Auto,2578.18,3742.2,Theft,Minor,2024-12-19,6,ON,14,42,0,Pending
CL201360,CU301360,Home,1504.11,2869.21,Weather,Minor,2025-05-31,22,ON,1,23,0,Approved
CL201361,CU301361,Health,1918.32,8858.56,Theft,Moderate,2024-06-22,28,SK,3,38,0,Rejected
CL201362,CU301362,Auto,1742.6,32325.9,Theft,Total Loss,2025-02-14,28,BC,15,77,0,Approved
CL201363,CU301363,Health,2377.53,2574.25,Collision,Minor,2024-09-20,24,AB,2,64,0,Pending
CL201364,CU301364,Health,1345.97,9748.95,Injury,Moderate,2025-02-22,40,ON,7,44,0,Approved
CL201365,CU301365,Auto,985.03,2031.15,Collision,Minor,2025-04-11,23,ON,1,56,0,Approved
CL201366,CU301366,Auto,2230.97,5495.43,Collision,Moderate,2025-10-01,48,QC,5,75,0,Approved
CL201367,CU301367,Auto,1829.39,6062.7,Theft,Moderate,2024-12-10,32,SK,3,44,0,Approved
CL201368,CU301368,Auto,1641.64,18118.17,Theft,Major,2024-07-28,31,QC,4,36,0,Rejected
CL201369,CU301369,Health,2094.78,3844.23,Weather,Moderate,2024-02-27,24,SK,13,70,0,Approved
CL201370,CU301370,Home,1665.6,3011.74,Injury,Minor,2025-05-25,18,BC,5,69,0,Rejected
CL201371,CU301371,Auto,2109.36,6678.08,Weather,Moderate,2025-08-12,23,BC,13,49,0,Approved
CL201372,CU301372,Health,1553.57,3097.58,Theft,Minor,2024-10-26,26,BC,14,19,0,Approved
CL201373,CU301373,Auto,1828.82,1016.65,Fire,Minor,2025-09-22,17,QC,9,19,0,Approved
CL201374,CU301374,Health,1671.08,39683.41,Collision,Total Loss,2024-12-12,19,BC,9,25,0,Rejected
CL201375,CU301375,Home,1313.38,9620.31,Fire,Moderate,2024-12-15,33,BC,6,59,0,Approved
CL201376,CU301376,Auto,1363.74,20210.28,Injury,Major,2024-02-03,40,ON,11,29,0,Approved
CL201377,CU301377,Home,1285.0,2521.01,Fire,Minor,2025-01-17,8,BC,13,22,0,Rejected
CL201378,CU301378,Auto,1561.5,22360.62,Water Damage,Major,2025-03-10,33,ON,13,59,0,Pending
CL201379,CU301379,Life,1258.56,24408.0,Collision,Major,2024-12-24,40,MB,3,47,0,Pending
CL201380,CU301380,Auto,1633.08,8024.94,Injury,Moderate,2025-01-27,29,AB,11,50,0,Approved
CL201381,CU301381,Health,1618.8,2918.35,Injury,Minor,2025-01-21,15,ON,3,30,0,Approved
CL201382,CU301382,Life,1536.16,26350.99,Injury,Major,2025-05-25,40,AB,8,31,0,Approved
CL201383,CU301383,Home,1543.46,21836.23,Weather,Major,2024-03-15,31,BC,2,33,0,Approved
CL201384,CU301384,Health,1212.21,1939.82,Collision,Minor,2025-01-22,24,BC,9,56,0,Approved
CL201385,CU301385,Home,1331.57,43349.11,Injury,Total Loss,2024-11-12,23,ON,13,76,0,Pending
CL201386,CU301386,Auto,748.34,17376.44,Fire,Major,2024-09-10,2,ON,13,73,1,Rejected
CL201387,CU301387,Life,1399.65,2523.3,Fire,Minor,2024-11-22,14,ON,11,25,0,Pending
CL201388,CU301388,Home,1035.96,7209.49,Collision,Moderate,2025-05-10,26,QC,9,59,0,Pending
CL201389,CU301389,Health,1491.94,3178.21,Collision,Minor,2025-12-29,19,BC,10,63,0,Approved
CL201390,CU301390,Home,1149.91,10427.75,Water Damage,Moderate,2024-06-10,27,QC,2,21,0,Approved
CL201391,CU301391,Auto,588.72,18123.08,Collision,Major,2024-02-05,41,QC,11,56,0,Pending
CL201392,CU301392,Auto,2396.03,26725.56,Theft,Major,2024-09-12,28,AB,11,45,0,Approved
CL201393,CU301393,Auto,1352.8,2615.21,Collision,Minor,2024-08-15,17,ON,3,30,0,Approved
CL201394,CU301394,Auto,2057.76,9748.25,Weather,Moderate,2024-02-20,2,AB,10,65,0,Rejected
CL201395,CU301395,Health,1228.66,7388.93,Injury,Moderate,2024-12-28,7,AB,6,74,0,Approved
CL201396,CU301396,Auto,2163.21,6034.85,Water Damage,Moderate,2025-01-13,9,BC,8,54,0,Approved
CL201397,CU301397,Life,966.29,10767.31,Weather,Moderate,2025-09-10,26,BC,13,30,0,Approved
CL201398,CU301398,Auto,1523.93,5847.75,Collision,Moderate,2025-05-24,18,MB,5,44,0,Pending
CL201399,CU301399,Home,991.24,2041.63,Collision,Minor,2024-12-02,16,MB,14,49,0,Approved
CL201400,CU301400,Auto,2542.31,1620.77,Collision,Minor,2025-04-25,15,ON,7,72,0,Approved
CL201401,CU301401,Auto,1345.31,24387.03,Weather,Major,2024-07-31,24,QC,8,65,0,Approved
CL201402,CU301402,Home,1797.95,3552.41,Water Damage,Minor,2024-04-24,29,SK,1,58,0,Pending
CL201403,CU301403,Auto,1639.24,7731.33,Collision,Moderate,2025-01-25,22,ON,2,64,0,Pending
CL201404,CU301404,Home,1439.28,23184.5,Theft,Total Loss,2024-12-28,40,ON,5,59,0,Approved
CL201405,CU301405,Home,1667.44,17965.83,Weather,Major,2024-08-04,11,ON,15,37,1,Pending
CL201406,CU301406,Auto,2020.85,6406.87,Weather,Moderate,2025-10-18,26,SK,4,26,0,Approved
CL201407,CU301407,Home,1730.65,1778.67,Weather,Minor,2025-02-04,17,QC,6,68,0,Approved
CL201408,CU301408,Auto,1518.23,6041.77,Fire,Moderate,2025-02-18,18,AB,13,51,0,Approved
CL201409,CU301409,Auto,1668.12,7991.24,Collision,Moderate,2025-05-18,33,QC,5,75,0,Approved
CL201410,CU301410,Health,2254.32,5813.87,Fire,Moderate,2024-07-30,17,BC,13,59,0,Rejected
CL201411,CU301411,Auto,1274.94,2704.21,Theft,Minor,2025-01-22,25,BC,2,46,0,Pending
CL201412,CU301412,Auto,671.37,3518.41,Injury,Moderate,2025-10-16,12,ON,2,57,0,Pending
CL201413,CU301413,Home,989.47,10291.19,Collision,Moderate,2025-03-21,21,QC,1,57,0,Approved
CL201414,CU301414,Home,1020.71,28492.95,Fire,Total Loss,2025-09-13,17,AB,2,76,0,Pending
CL201415,CU301415,Life,1079.86,8705.69,Water Damage,Moderate,2024-01-29,20,BC,10,40,0,Approved
CL201416,CU301416,Health,1094.3,2632.08,Fire,Minor,2025-06-09,24,QC,2,41,0,Approved
CL201417,CU301417,Health,1440.09,2781.75,Collision,Minor,2025-04-25,31,AB,10,39,0,Pending
CL201418,CU301418,Home,1553.92,4781.31,Water Damage,Moderate,2025-10-17,14,MB,9,25,0,Pending
CL201419,CU301419,Auto,1549.4,5509.3,Collision,Moderate,2025-12-08,16,ON,4,46,0,Rejected
CL201420,CU301420,Auto,1143.28,1983.5,Injury,Minor,2024-04-11,15,ON,1,45,0,Rejected
CL201421,CU301421,Health,1867.44,32227.11,Collision,Total Loss,2024-12-24,29,AB,3,30,0,Approved
CL201422,CU301422,Auto,1674.47,24683.82,Injury,Major,2025-11-11,22,SK,3,67,0,Pending
CL201423,CU301423,Auto,2114.15,20183.6,Collision,Major,2025-08-08,12,MB,8,59,0,Rejected
CL201424,CU301424,Home,1805.64,5235.33,Theft,Moderate,2024-03-14,12,BC,14,33,1,Approved
CL201425,CU301425,Health,1303.2,18440.16,Water Damage,Major,2025-02-04,31,QC,7,28,0,Approved
CL201426,CU301426,Home,1998.31,6841.96,Weather,Moderate,2024-09-11,20,QC,10,55,0,Approved
CL201427,CU301427,Auto,1564.91,6312.3,Collision,Moderate,2025-05-28,26,AB,5,19,0,Approved
CL201428,CU301428,Life,1785.15,2489.21,Collision,Minor,2025-01-09,29,ON,2,27,0,Approved
CL201429,CU301429,Auto,1752.58,3034.6,Collision,Minor,2024-08-14,17,MB,4,44,0,Rejected
CL201430,CU301430,Life,1397.79,1996.05,Collision,Minor,2024-10-31,7,ON,8,77,0,Rejected
CL201431,CU301431,Auto,1493.37,16256.71,Fire,Major,2025-12-06,35,SK,13,23,0,Rejected
CL201432,CU301432,Life,1394.82,8924.96,Fire,Moderate,2024-09-24,21,AB,4,50,0,Approved
CL201433,CU301433,Life,1091.76,36201.91,Water Damage,Total Loss,2024-06-06,29,SK,15,52,0,Approved
CL201434,CU301434,Auto,549.23,9507.06,Injury,Moderate,2024-03-23,32,SK,10,33,0,Approved
CL201435,CU301435,Health,1158.6,3505.09,Water Damage,Minor,2024-04-26,25,AB,6,49,0,Approved
CL201436,CU301436,Auto,1533.65,4333.34,Fire,Moderate,2024-02-08,22,ON,10,56,0,Approved
CL201437,CU301437,Auto,1905.95,2701.81,Theft,Minor,2024-02-03,22,ON,11,27,0,Rejected
CL201438,CU301438,Auto,1784.32,15439.9,Weather,Major,2025-01-24,39,MB,11,75,0,Pending
CL201439,CU301439,Home,1332.56,1660.9,Theft,Minor,2025-01-30,15,AB,13,33,0,Pending
CL201440,CU301440,Auto,1164.33,1947.56,Collision,Minor,2025-08-03,13,BC,10,40,0,Approved
CL201441,CU301441,Home,1374.45,6410.49,Injury,Moderate,2025-03-27,19,QC,1,20,0,Approved
CL201442,CU301442,Life,1040.5,16515.62,Injury,Major,2024-05-19,20,ON,6,54,0,Approved
CL201443,CU301443,Health,561.59,5810.5,Theft,Moderate,2025-04-19,21,ON,14,54,0,Approved
CL201444,CU301444,Auto,801.04,2490.45,Theft,Minor,2024-11-19,22,ON,4,25,0,Pending
CL201445,CU301445,Home,2027.39,30331.1,Collision,Major,2024-05-05,30,SK,8,36,0,Approved
CL201446,CU301446,Auto,2230.06,1292.35,Weather,Minor,2025-04-19,18,AB,8,64,0,Approved
CL201447,CU301447,Auto,1766.66,9228.87,Theft,Moderate,2025-04-20,36,SK,9,61,0,Pending
CL201448,CU301448,Life,1425.58,6963.99,Injury,Moderate,2024-11-04,29,ON,14,37,0,Approved
CL201449,CU301449,Life,864.95,2193.48,Fire,Minor,2024-04-30,20,MB,9,56,0,Approved
CL201450,CU301450,Auto,1382.32,3044.31,Theft,Moderate,2024-01-22,22,AB,1,63,0,Pending
CL201451,CU301451,Auto,1706.97,3033.93,Injury,Minor,2025-07-05,33,ON,4,41,0,Pending
CL201452,CU301452,Auto,1798.55,1491.32,Water Damage,Minor,2024-04-23,16,MB,10,29,0,Pending
CL201453,CU301453,Auto,1739.3,8622.67,Injury,Moderate,2024-07-19,12,QC,12,20,0,Approved
CL201454,CU301454,Auto,1958.02,3718.93,Fire,Minor,2025-05-08,23,AB,10,75,0,Approved
CL201455,CU301455,Auto,2266.04,1602.04,Theft,Minor,2024-11-04,25,ON,11,37,0,Approved
CL201456,CU301456,Auto,1279.89,9289.99,Weather,Moderate,2025-08-22,25,AB,4,66,0,Approved
CL201457,CU301457,Auto,2628.23,18128.21,Injury,Major,2024-09-25,38,AB,2,38,0,Approved
CL201458,CU301458,Health,601.63,7445.21,Water Damage,Major,2025-10-13,24,QC,15,61,0,Approved
CL201459,CU301459,Health,1123.11,11927.72,Theft,Major,2024-09-25,18,SK,9,38,0,Approved
CL201460,CU301460,Home,1534.0,7349.32,Weather,Moderate,2024-03-01,16,ON,12,54,0,Approved
CL201461,CU301461,Auto,1680.59,7786.32,Collision,Moderate,2025-06-10,26,AB,15,75,0,Approved
CL201462,CU301462,Health,1373.71,3901.85,Collision,Moderate,2025-04-26,13,BC,3,63,0,Approved
CL201463,CU301463,Auto,1241.78,18159.79,Collision,Major,2025-12-29,14,ON,14,28,0,Pending
CL201464,CU301464,Health,2375.09,8614.17,Collision,Moderate,2024-03-13,22,AB,6,49,0,Approved
CL201465,CU301465,Auto,1221.72,40947.24,Fire,Total Loss,2025-01-19,26,MB,10,34,0,Approved
CL201466,CU301466,Life,1021.86,6190.84,Theft,Moderate,2025-06-02,5,BC,6,31,0,Approved
CL201467,CU301467,Auto,2160.15,2806.93,Weather,Minor,2024-10-19,22,AB,3,68,0,Pending
CL201468,CU301468,Health,1806.64,23405.07,Weather,Major,2024-07-10,28,QC,14,76,0,Approved
CL201469,CU301469,Auto,1909.78,3096.72,Collision,Minor,2024-08-02,36,AB,6,73,0,Approved
CL201470,CU301470,Health,1532.27,39987.28,Weather,Total Loss,2024-01-08,32,ON,1,68,0,Approved
CL201471,CU301471,Home,872.09,2579.45,Collision,Minor,2025-03-31,26,ON,3,46,0,Approved
CL201472,CU301472,Auto,1485.54,6814.75,Collision,Moderate,2025-07-22,21,AB,15,50,0,Approved
CL201473,CU301473,Health,814.25,7533.34,Water Damage,Moderate,2024-11-25,16,ON,13,50,0,Approved
CL201474,CU301474,Auto,1551.77,1965.36,Collision,Minor,2024-01-29,17,ON,10,62,0,Approved
CL201475,CU301475,Home,1724.43,9179.71,Theft,Moderate,2025-07-18,31,QC,12,22,0,Approved
CL201476,CU301476,Auto,1901.68,1428.72,Weather,Minor,2025-10-25,28,BC,10,67,0,Approved
CL201477,CU301477,Health,1411.2,6011.55,Theft,Moderate,2025-03-18,8,ON,14,66,0,Approved
CL201478,CU301478,Health,1764.2,2474.63,Theft,Minor,2024-03-04,10,ON,2,77,0,Rejected
CL201479,CU301479,Home,1070.38,20367.18,Injury,Major,2024-10-27,20,AB,1,54,0,Approved
CL201480,CU301480,Health,1855.99,21313.94,Weather,Major,2025-02-19,41,AB,11,45,0,Approved
CL201481,CU301481,Life,1733.32,3542.29,Fire,Minor,2025-11-26,5,BC,15,47,0,Approved
CL201482,CU301482,Health,1113.89,18391.87,Water Damage,Major,2024-12-30,38,AB,9,55,0,Approved
CL201483,CU301483,Auto,1672.75,14381.35,Collision,Major,2024-01-09,35,AB,15,36,0,Approved
CL201484,CU301484,Home,1907.68,2398.47,Fire,Minor,2025-05-29,22,SK,7,64,0,Rejected
CL201485,CU301485,Auto,1483.03,29138.2,Collision,Total Loss,2025-05-18,27,ON,11,45,0,Approved
CL201486,CU301486,Home,1104.54,2863.95,Collision,Minor,2024-06-20,32,ON,8,35,0,Approved
CL201487,CU301487,Auto,1524.66,12622.33,Water Damage,Major,2024-10-26,32,BC,14,62,0,Pending
CL201488,CU301488,Health,1682.03,6656.16,Injury,Moderate,2024-02-01,8,AB,10,38,0,Approved
CL201489,CU301489,Home,1101.39,46539.05,Collision,Total Loss,2024-03-29,20,QC,7,23,0,Approved
CL201490,CU301490,Home,1026.79,2625.9,Theft,Minor,2024-08-15,6,QC,4,49,0,Rejected
CL201491,CU301491,Auto,1669.08,4936.25,Collision,Moderate,2024-03-08,32,SK,5,48,0,Approved
CL201492,CU301492,Auto,1795.79,16287.49,Injury,Major,2024-07-20,44,AB,2,36,0,Approved
CL201493,CU301493,Health,2352.9,2623.35,Theft,Moderate,2025-04-19,31,AB,3,21,0,Rejected
CL201494,CU301494,Home,1729.61,6884.63,Water Damage,Moderate,2024-10-06,20,QC,8,47,0,Approved
CL201495,CU301495,Life,942.19,10229.46,Collision,Moderate,2024-04-17,8,BC,1,64,0,Pending
CL201496,CU301496,Home,2306.71,4674.26,Theft,Moderate,2025-03-31,12,AB,8,66,0,Approved
CL201497,CU301497,Auto,1893.09,1480.77,Water Damage,Minor,2025-09-16,12,BC,1,31,0,Approved
CL201498,CU301498,Health,607.79,2042.72,Water Damage,Minor,2025-03-07,21,AB,3,44,0,Approved
CL201499,CU301499,Health,1017.28,3144.92,Collision,Minor,2024-08-14,33,MB,11,72,0,Pending
CL201500,CU301500,Auto,1243.55,3693.25,Fire,Minor,2025-08-11,33,MB,1,39,0,Approved
CL201501,CU301501,Health,1802.0,20258.99,Water Damage,Major,2024-09-08,27,ON,6,47,0,Approved
CL201502,CU301502,Auto,450.63,4479.62,Weather,Moderate,2024-01-12,2,ON,3,59,0,Approved
CL201503,CU301503,Auto,1399.97,6956.44,Weather,Moderate,2025-04-26,10,QC,1,45,0,Approved
CL201504,CU301504,Auto,1778.04,3752.6,Weather,Minor,2025-06-08,32,ON,4,68,0,Approved
CL201505,CU301505,Home,450.0,16433.06,Water Damage,Major,2024-06-09,33,QC,2,40,0,Rejected
CL201506,CU301506,Health,1763.64,2598.33,Fire,Minor,2024-10-02,18,ON,2,48,0,Approved
CL201507,CU301507,Auto,1814.12,2668.39,Collision,Minor,2024-01-06,17,SK,10,49,0,Approved
CL201508,CU301508,Health,1094.41,10208.85,Fire,Major,2024-12-09,24,BC,2,62,0,Approved
CL201509,CU301509,Health,965.62,3198.56,Injury,Minor,2024-11-21,10,ON,15,38,0,Approved
CL201510,CU301510,Auto,1087.84,22302.96,Fire,Major,2024-07-07,50,QC,8,35,0,Approved
CL201511,CU301511,Auto,450.0,3092.66,Collision,Moderate,2025-01-20,36,MB,7,40,0,Approved
CL201512,CU301512,Auto,1313.0,11293.52,Weather,Major,2025-05-10,24,SK,14,32,0,Rejected
CL201513,CU301513,Auto,1542.23,1821.21,Theft,Minor,2024-11-21,5,ON,12,30,0,Approved
CL201514,CU301514,Life,937.88,3023.84,Water Damage,Minor,2025-08-03,23,QC,7,67,0,Approved
CL201515,CU301515,Health,1858.26,5527.82,Theft,Moderate,2024-11-30,20,BC,15,39,0,Approved
CL201516,CU301516,Auto,1493.08,7786.65,Injury,Moderate,2024-10-25,27,ON,8,34,0,Approved
CL201517,CU301517,Home,1559.21,17083.85,Fire,Major,2025-04-30,39,BC,11,66,0,Pending
CL201518,CU301518,Auto,1281.16,2549.82,Collision,Minor,2024-05-05,10,ON,15,65,0,Pending
CL201519,CU301519,Auto,1762.08,7972.03,Fire,Moderate,2025-09-09,33,SK,11,33,0,Approved
CL201520,CU301520,Auto,1992.04,2690.63,Collision,Minor,2025-03-17,18,QC,9,36,0,Pending
CL201521,CU301521,Auto,1278.84,17904.38,Injury,Major,2024-09-23,36,ON,10,67,0,Approved
CL201522,CU301522,Auto,1769.63,34930.64,Injury,Total Loss,2024-06-20,29,AB,10,35,0,Approved
CL201523,CU301523,Auto,1774.25,2651.88,Collision,Minor,2025-07-30,29,ON,15,69,0,Approved
CL201524,CU301524,Auto,1625.51,2353.23,Fire,Minor,2024-01-11,2,AB,11,55,0,Pending
CL201525,CU301525,Home,2154.36,15826.57,Water Damage,Major,2024-02-15,38,AB,5,58,0,Approved
CL201526,CU301526,Home,1144.87,27477.43,Collision,Major,2025-03-19,24,MB,1,50,0,Approved
CL201527,CU301527,Auto,1272.95,6132.3,Water Damage,Moderate,2024-12-16,22,ON,12,20,0,Pending
CL201528,CU301528,Home,1123.68,9679.31,Collision,Moderate,2024-05-05,32,AB,8,67,0,Approved
CL201529,CU301529,Auto,1754.51,14546.95,Collision,Major,2024-10-01,24,QC,7,52,0,Approved
CL201530,CU301530,Life,1335.56,3067.12,Fire,Minor,2025-07-25,12,AB,15,29,0,Approved
CL201531,CU301531,Auto,1157.79,47982.47,Collision,Total Loss,2024-12-06,28,ON,3,68,0,Approved
CL201532,CU301532,Home,2148.52,16298.97,Injury,Major,2025-01-20,27,BC,1,36,0,Approved
CL201533,CU301533,Auto,2209.99,14636.34,Weather,Major,2024-03-07,22,AB,12,40,0,Approved
CL201534,CU301534,Auto,1311.95,15836.68,Injury,Major,2025-06-10,32,ON,14,56,0,Approved
CL201535,CU301535,Home,875.69,31826.47,Weather,Total Loss,2024-04-11,32,QC,13,35,0,Approved
CL201536,CU301536,Health,2232.68,2725.31,Weather,Minor,2024-06-19,25,ON,14,19,0,Pending
CL201537,CU301537,Life,1647.71,17798.41,Injury,Major,2024-08-02,24,MB,13,37,0,Pending
CL201538,CU301538,Home,1626.7,2206.01,Weather,Minor,2024-11-10,13,SK,11,59,0,Approved
CL201539,CU301539,Auto,1494.1,10830.9,Injury,Moderate,2024-07-18,20,QC,14,43,0,Approved
CL201540,CU301540,Health,1113.87,6607.14,Fire,Moderate,2025-08-18,19,SK,6,61,0,Approved
CL201541,CU301541,Auto,1276.42,2065.93,Theft,Minor,2024-10-08,19,SK,12,23,1,Pending
CL201542,CU301542,Home,1734.64,8627.8,Fire,Moderate,2024-01-26,15,MB,2,34,0,Rejected
CL201543,CU301543,Health,1262.02,8659.01,Theft,Moderate,2024-11-29,24,BC,8,33,0,Pending
CL201544,CU301544,Auto,1631.85,3488.74,Theft,Minor,2024-03-30,13,AB,5,22,0,Pending
CL201545,CU301545,Home,1455.61,10778.61,Theft,Moderate,2024-06-10,20,QC,15,57,0,Rejected
